name,Description,type,isAbout,Unnamed: 4,valueReference,Unnamed: 6,Unnamed: 7,unit,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,text
,,,name,path,value,name,path,,,,,,,"This dataset column lacks specific information, as its name, description, unit, and data type are all unspecified."
t_amb,Ambient temperature,Number,temperture,http://openenergy-platform.org/ontology/oeo/OEO_00010453,temperture,temperture,http://openenergy-platform.org/ontology/oeo/OEO_00010453,[°C],,,T_amb,t_amb,"{""name"": ""t_amb"", ""data_type"": ""float""},","The ""t_amb"" column represents the ambient temperature measured in degrees Celsius, with values recorded as numbers."
q_sol,Solar radiation,Number,solar radiation,https://openenergyplatform.org/ontology/oeo/OEO_00020038/,solar radiation,solar radiation,https://openenergyplatform.org/ontology/oeo/OEO_00020038/,[W/m²],,,Q_sol,q_sol,"{""name"": ""q_sol"", ""data_type"": ""float""},","The ""q_sol"" column represents solar radiation measured in watts per square meter, indicating the intensity of solar energy received on a surface area."
rh,Relative humidity,Number,relative humidity,,relative humidity,relative humidity,,[%],,,RH,rh,"{""name"": ""rh"", ""data_type"": ""float""},","The ""rh"" column represents relative humidity, expressed as a percentage, indicating the amount of moisture in the air relative to the maximum amount the air can hold at that temperature."
v_wind,Wind velocity,Number,wind velocity,http://purl.obolibrary.org/obo/UO_0000060,wind velocity,wind velocity,http://purl.obolibrary.org/obo/UO_0000060,[m/s],,,v_wind,v_wind,"{""name"": ""v_wind"", ""data_type"": ""float""},","The ""v_wind"" column represents the wind velocity measured in meters per second, providing numerical data on the speed of wind movement."
q_hp_sec,Heat pump's secondary loop thermal power,Number,power unit,https://openenergyplatform.org/ontology/oeo/OEO_00000333/,power unit,power unit,https://openenergyplatform.org/ontology/oeo/OEO_00000333/,[W],,,Q_hp_sec,q_hp_sec,"{""name"": ""q_hp_sec"", ""data_type"": ""float""},","The ""q_hp_sec"" column represents the thermal power of the heat pump's secondary loop, measured in watts, indicating the rate at which energy is transferred or used in this loop."
q_hp_prim,Heat pump's primary loop thermal power,Number,power unit,https://openenergyplatform.org/ontology/oeo/OEO_00000333/,power unit,power unit,https://openenergyplatform.org/ontology/oeo/OEO_00000333/,[W],,,Q_hp_prim,q_hp_prim,"{""name"": ""q_hp_prim"", ""data_type"": ""float""},","The ""q_hp_prim"" column represents the thermal power of the heat pump's primary loop, measured in watts, indicating the rate at which energy is transferred or converted by the heat pump."
t_sup_hp_sec,Heat pump's secondary loop supply temperature,Number,temperture,http://openenergy-platform.org/ontology/oeo/OEO_00010453,temperture,temperture,http://openenergy-platform.org/ontology/oeo/OEO_00010453,[°C],,,T_sup_hp_sec,t_sup_hp_sec,"{""name"": ""t_sup_hp_sec"", ""data_type"": ""float""},","The ""t_sup_hp_sec"" column represents the supply temperature of the heat pump's secondary loop, measured in degrees Celsius, and is recorded as a numerical value."
t_ret_hp_sec,Heat pump's secondary loop return temperature,Number,temperture,http://openenergy-platform.org/ontology/oeo/OEO_00010453,temperture,temperture,http://openenergy-platform.org/ontology/oeo/OEO_00010453,[°C],,,T_ret_hp_sec,t_ret_hp_sec,"{""name"": ""t_ret_hp_sec"", ""data_type"": ""float""},","The column ""t_ret_hp_sec"" represents the return temperature of the heat pump's secondary loop, measured in degrees Celsius, and is recorded as a numerical value."
v_hp_sec,Heat pump's secondary loop volume flow rate,Number,water flow rate,https://openenergyplatform.org/ontology/oeo/OEO_00110003/,water flow rate,water flow rate,https://openenergyplatform.org/ontology/oeo/OEO_00110003/,[m³/h],,,V_hp_sec,v_hp_sec,"{""name"": ""v_hp_sec"", ""data_type"": ""float""},","The column ""v_hp_sec"" represents the volume flow rate of the heat pump's secondary loop, measured in cubic meters per hour, and is recorded as a numerical value."
t_sup_hp_prim,Heat pump's primary loop supply temperature,Number,temperture,http://openenergy-platform.org/ontology/oeo/OEO_00010453,temperture,temperture,http://openenergy-platform.org/ontology/oeo/OEO_00010453,[°C],,,T_sup_hp_prim,t_sup_hp_prim,"{""name"": ""t_sup_hp_prim"", ""data_type"": ""float""},","The column ""t_sup_hp_prim"" represents the primary loop supply temperature of a heat pump, measured in degrees Celsius, and is recorded as a numerical value."
t_ret_hp_prim,Heat pump's primary loop return temperature,Number,temperture,http://openenergy-platform.org/ontology/oeo/OEO_00010453,temperture,temperture,http://openenergy-platform.org/ontology/oeo/OEO_00010453,[°C],,,T_ret_hp_prim,t_ret_hp_prim,"{""name"": ""t_ret_hp_prim"", ""data_type"": ""float""},","The column ""t_ret_hp_prim"" represents the return temperature of the primary loop in a heat pump system, measured in degrees Celsius, and is recorded as a numerical value."
v_hp_prim,Heat pump's primary loop volume flow rate,Number,Brine flow rate,http://purl.obolibrary.org/obo/UO_0000270,Brine flow rate,Brine flow rate,http://purl.obolibrary.org/obo/UO_0000270,[m³/h],,,V_hp_prim,v_hp_prim,"{""name"": ""v_hp_prim"", ""data_type"": ""float""},","The column ""v_hp_prim"" represents the volume flow rate of the heat pump's primary loop, measured in cubic meters per hour, and is expressed as a numerical value."
q_r1,Delivered heat to room 1,Number,power unit,https://openenergyplatform.org/ontology/oeo/OEO_00000333/,power unit,power unit,https://openenergyplatform.org/ontology/oeo/OEO_00000333/,[W],,,Q_R1,q_r1,"{""name"": ""q_r1"", ""data_type"": ""float""},","The ""q_r1"" column represents the amount of heat delivered to room 1, measured in watts, and is recorded as a numerical value."
q_r2,Delivered heat to room 2,Number,power unit,https://openenergyplatform.org/ontology/oeo/OEO_00000333/,power unit,power unit,https://openenergyplatform.org/ontology/oeo/OEO_00000333/,[W],,,Q_R2,q_r2,"{""name"": ""q_r2"", ""data_type"": ""float""},","The column ""q_r2"" represents the amount of heat, measured in watts, delivered to room 2."
q_r3,Delivered heat to room 3,Number,power unit,https://openenergyplatform.org/ontology/oeo/OEO_00000333/,power unit,power unit,https://openenergyplatform.org/ontology/oeo/OEO_00000333/,[W],,,Q_R3,q_r3,"{""name"": ""q_r3"", ""data_type"": ""float""},","The column ""q_r3"" represents the amount of heat delivered to room 3, measured in watts, and is recorded as a numerical value."
q_r4_1,Delivered heat to room 4 by its first circuit,Number,power unit,https://openenergyplatform.org/ontology/oeo/OEO_00000333/,power unit,power unit,https://openenergyplatform.org/ontology/oeo/OEO_00000333/,[W],,,Q_R4_1,q_r4_1,"{""name"": ""q_r4_1"", ""data_type"": ""float""},","The ""q_r4_1"" column represents the amount of heat, measured in watts, delivered to room 4 through its first circuit."
q_r4_2,Delivered heat to room 4 by its second circuit,Number,power unit,https://openenergyplatform.org/ontology/oeo/OEO_00000333/,power unit,power unit,https://openenergyplatform.org/ontology/oeo/OEO_00000333/,[W],,,Q_R4_2,q_r4_2,"{""name"": ""q_r4_2"", ""data_type"": ""float""},","The ""q_r4_2"" column represents the amount of heat, measured in watts, delivered to room 4 through its second circuit."
q_r5_1,Delivered heat to room 5 by its first circuit,Number,power unit,https://openenergyplatform.org/ontology/oeo/OEO_00000333/,power unit,power unit,https://openenergyplatform.org/ontology/oeo/OEO_00000333/,[W],,,Q_R5_1,q_r5_1,"{""name"": ""q_r5_1"", ""data_type"": ""float""},","The column ""q_r5_1"" represents the amount of heat, measured in watts, delivered to room 5 by its first circuit."
q_r5_2,Delivered heat to room 5 by its second circuit,Number,power unit,https://openenergyplatform.org/ontology/oeo/OEO_00000333/,power unit,power unit,https://openenergyplatform.org/ontology/oeo/OEO_00000333/,[W],,,Q_R5_2,q_r5_2,"{""name"": ""q_r5_2"", ""data_type"": ""float""},","The ""q_r5_2"" column represents the amount of heat, measured in watts, delivered to room 5 through its second circuit."
q_b,Delivered heat to bathroom,Number,power unit,https://openenergyplatform.org/ontology/oeo/OEO_00000333/,power unit,power unit,https://openenergyplatform.org/ontology/oeo/OEO_00000333/,[W],,,Q_B,q_b,"{""name"": ""q_b"", ""data_type"": ""float""},","The ""q_b"" column represents the amount of heat delivered to the bathroom, measured in watts, which quantifies the rate of energy transfer."
q_k,Delivered heat to kitchen,Number,power unit,https://openenergyplatform.org/ontology/oeo/OEO_00000333/,power unit,power unit,https://openenergyplatform.org/ontology/oeo/OEO_00000333/,[W],,,Q_K,q_k,"{""name"": ""q_k"", ""data_type"": ""float""},","The column ""q_k"" represents the amount of heat delivered to the kitchen, measured in watts, which quantifies the rate of energy transfer."
q_c,Delivered heat to corridor,Number,power unit,https://openenergyplatform.org/ontology/oeo/OEO_00000333/,power unit,power unit,https://openenergyplatform.org/ontology/oeo/OEO_00000333/,[W],,,Q_C,q_c,"{""name"": ""q_c"", ""data_type"": ""float""},","The ""q_c"" column represents the amount of heat delivered to the corridor, measured in watts, indicating the power or rate of energy transfer."
t_sup_r1,Supply temperature of room 1,Number,temperture,http://openenergy-platform.org/ontology/oeo/OEO_00010453,temperture,temperture,http://openenergy-platform.org/ontology/oeo/OEO_00010453,[°C],,,T_sup_R1,t_sup_r1,"{""name"": ""t_sup_r1"", ""data_type"": ""float""},","The ""t_sup_r1"" column represents the supply temperature of room 1, measured in degrees Celsius, and is recorded as a numerical value."
t_ret_r1,Return temperature of room 1,Number,temperture,http://openenergy-platform.org/ontology/oeo/OEO_00010453,temperture,temperture,http://openenergy-platform.org/ontology/oeo/OEO_00010453,[°C],,,T_ret_R1,t_ret_r1,"{""name"": ""t_ret_r1"", ""data_type"": ""float""},","The column ""t_ret_r1"" represents the return temperature of room 1, measured in degrees Celsius, and contains numerical data."
v_r1,Volume flow rate of room 1's heating circuit,Number,water flow rate,https://openenergyplatform.org/ontology/oeo/OEO_00110003/,water flow rate,water flow rate,https://openenergyplatform.org/ontology/oeo/OEO_00110003/,[m³/h],,,V_R1,v_r1,"{""name"": ""v_r1"", ""data_type"": ""float""},","The column ""v_r1"" represents the volume flow rate of room 1's heating circuit, measured in cubic meters per hour, and is recorded as a numerical value."
t_sup_r2,Supply temperature of room 2,Number,temperture,http://openenergy-platform.org/ontology/oeo/OEO_00010453,temperture,temperture,http://openenergy-platform.org/ontology/oeo/OEO_00010453,[°C],,,T_sup_R2,t_sup_r2,"{""name"": ""t_sup_r2"", ""data_type"": ""float""},","The ""t_sup_r2"" column represents the supply temperature of room 2, measured in degrees Celsius, and is recorded as a numerical value."
t_ret_r2,Return temperature of room 2,Number,temperture,http://openenergy-platform.org/ontology/oeo/OEO_00010453,temperture,temperture,http://openenergy-platform.org/ontology/oeo/OEO_00010453,[°C],,,T_ret_R2,t_ret_r2,"{""name"": ""t_ret_r2"", ""data_type"": ""float""},","The column ""t_ret_r2"" represents the return temperature of room 2, measured in degrees Celsius, and is recorded as a numerical value."
v_r2,Volume flow rate of room 2's heating circuit,Number,water flow rate,https://openenergyplatform.org/ontology/oeo/OEO_00110003/,water flow rate,water flow rate,https://openenergyplatform.org/ontology/oeo/OEO_00110003/,[m³/h],,,V_R2,v_r2,"{""name"": ""v_r2"", ""data_type"": ""float""},","The ""v_r2"" column represents the volume flow rate of room 2's heating circuit, measured in cubic meters per hour, and is recorded as a numerical value."
t_sup_r3,Supply temperature of room 3,Number,temperture,http://openenergy-platform.org/ontology/oeo/OEO_00010453,temperture,temperture,http://openenergy-platform.org/ontology/oeo/OEO_00010453,[°C],,,T_sup_R3,t_sup_r3,"{""name"": ""t_sup_r3"", ""data_type"": ""float""},","The column ""t_sup_r3"" represents the supply temperature of room 3, measured in degrees Celsius, and is recorded as a numerical value."
t_ret_r3,Return temperature of room 3,Number,temperture,http://openenergy-platform.org/ontology/oeo/OEO_00010453,temperture,temperture,http://openenergy-platform.org/ontology/oeo/OEO_00010453,[°C],,,T_ret_R3,t_ret_r3,"{""name"": ""t_ret_r3"", ""data_type"": ""float""},","The column ""t_ret_r3"" represents the return temperature of room 3, measured in degrees Celsius, and is recorded as a numerical value."
v_r3,Volume flow rate of room 3's heating circuit,Number,water flow rate,https://openenergyplatform.org/ontology/oeo/OEO_00110003/,water flow rate,water flow rate,https://openenergyplatform.org/ontology/oeo/OEO_00110003/,[m³/h],,,V_R3,v_r3,"{""name"": ""v_r3"", ""data_type"": ""float""},","The column ""v_r3"" represents the volume flow rate of room 3's heating circuit, measured in cubic meters per hour, and contains numerical data."
t_sup_r4_1,Supply temperature of room 4's first heating circuit,Number,temperture,http://openenergy-platform.org/ontology/oeo/OEO_00010453,temperture,temperture,http://openenergy-platform.org/ontology/oeo/OEO_00010453,[°C],,,T_sup_R4_1,t_sup_r4_1,"{""name"": ""t_sup_r4_1"", ""data_type"": ""float""},","The column ""t_sup_r4_1"" represents the supply temperature of the first heating circuit in room 4, measured in degrees Celsius, and is recorded as a numerical value."
t_ret_r4_1,Return temperature of room 4's first heating circuit,Number,temperture,http://openenergy-platform.org/ontology/oeo/OEO_00010453,temperture,temperture,http://openenergy-platform.org/ontology/oeo/OEO_00010453,[°C],,,T_ret_R4_1,t_ret_r4_1,"{""name"": ""t_ret_r4_1"", ""data_type"": ""float""},","The column ""t_ret_r4_1"" represents the return temperature, measured in degrees Celsius, of the first heating circuit in room 4, and is recorded as a numerical value."
v_r4_1,Volume flow rate of room 4's first heating circuit,Number,water flow rate,https://openenergyplatform.org/ontology/oeo/OEO_00110003/,water flow rate,water flow rate,https://openenergyplatform.org/ontology/oeo/OEO_00110003/,[m³/h],,,V_R4_1,v_r4_1,"{""name"": ""v_r4_1"", ""data_type"": ""float""},","The column ""v_r4_1"" represents the volume flow rate of the first heating circuit in room 4, measured in cubic meters per hour."
t_sup_r4_2,Supply temperature of room 4's second heating circuit,Number,temperture,http://openenergy-platform.org/ontology/oeo/OEO_00010453,temperture,temperture,http://openenergy-platform.org/ontology/oeo/OEO_00010453,[°C],,,T_sup_R4_2,t_sup_r4_2,"{""name"": ""t_sup_r4_2"", ""data_type"": ""float""},","The column ""t_sup_r4_2"" represents the supply temperature in degrees Celsius for the second heating circuit of room 4, recorded as a numerical value."
t_ret_r4_2,Return temperature of room 4's second heating circuit,Number,temperture,http://openenergy-platform.org/ontology/oeo/OEO_00010453,temperture,temperture,http://openenergy-platform.org/ontology/oeo/OEO_00010453,[°C],,,T_ret_R4_2,t_ret_r4_2,"{""name"": ""t_ret_r4_2"", ""data_type"": ""float""},","The column ""t_ret_r4_2"" represents the return temperature, measured in degrees Celsius, of the second heating circuit in room 4, and is recorded as a numerical value."
v_r4_2,Volume flow rate of room 4's second heating circuit,Number,water flow rate,https://openenergyplatform.org/ontology/oeo/OEO_00110003/,water flow rate,water flow rate,https://openenergyplatform.org/ontology/oeo/OEO_00110003/,[m³/h],,,V_R4_2,v_r4_2,"{""name"": ""v_r4_2"", ""data_type"": ""float""},","The column ""v_r4_2"" represents the volume flow rate of the second heating circuit in room 4, measured in cubic meters per hour, and is recorded as a numerical value."
t_sup_r5_1,Supply temperature of room 5's first heating circuit,Number,temperture,http://openenergy-platform.org/ontology/oeo/OEO_00010453,temperture,temperture,http://openenergy-platform.org/ontology/oeo/OEO_00010453,[°C],,,T_sup_R5_1,t_sup_r5_1,"{""name"": ""t_sup_r5_1"", ""data_type"": ""float""},","The column ""t_sup_r5_1"" represents the supply temperature, measured in degrees Celsius, of the first heating circuit in room 5, with the data type being a number."
t_ret_r5_1,Return temperature of room 5's first heating circuit,Number,temperture,http://openenergy-platform.org/ontology/oeo/OEO_00010453,temperture,temperture,http://openenergy-platform.org/ontology/oeo/OEO_00010453,[°C],,,T_ret_R5_1,t_ret_r5_1,"{""name"": ""t_ret_r5_1"", ""data_type"": ""float""},","The column ""t_ret_r5_1"" represents the return temperature in degrees Celsius of the first heating circuit in room 5, recorded as a numerical value."
v_r5_1,Volume flow rate of room 5's first heating circuit,Number,water flow rate,https://openenergyplatform.org/ontology/oeo/OEO_00110003/,water flow rate,water flow rate,https://openenergyplatform.org/ontology/oeo/OEO_00110003/,[m³/h],,,V_R5_1,v_r5_1,"{""name"": ""v_r5_1"", ""data_type"": ""float""},","The column ""v_r5_1"" represents the volume flow rate of room 5's first heating circuit, measured in cubic meters per hour, and is recorded as a numerical value."
t_sup_r5_2,Supply temperature of room 5's second heating circuit,Number,temperture,http://openenergy-platform.org/ontology/oeo/OEO_00010453,temperture,temperture,http://openenergy-platform.org/ontology/oeo/OEO_00010453,[°C],,,T_sup_R5_2,t_sup_r5_2,"{""name"": ""t_sup_r5_2"", ""data_type"": ""float""},","The column ""t_sup_r5_2"" represents the supply temperature, measured in degrees Celsius, of the second heating circuit in room 5, with numerical data entries."
t_ret_r5_2,Return temperature of room 5's second heating circuit,Number,temperture,http://openenergy-platform.org/ontology/oeo/OEO_00010453,temperture,temperture,http://openenergy-platform.org/ontology/oeo/OEO_00010453,[°C],,,T_ret_R5_2,t_ret_r5_2,"{""name"": ""t_ret_r5_2"", ""data_type"": ""float""},","The column ""t_ret_r5_2"" represents the return temperature in degrees Celsius of the second heating circuit in room 5, expressed as a numerical value."
v_r5_2,Volume flow rate of room 5's second heating circuit,Number,water flow rate,https://openenergyplatform.org/ontology/oeo/OEO_00110003/,water flow rate,water flow rate,https://openenergyplatform.org/ontology/oeo/OEO_00110003/,[m³/h],,,V_R5_2,v_r5_2,"{""name"": ""v_r5_2"", ""data_type"": ""float""},","The column ""v_r5_2"" represents the volume flow rate of the second heating circuit in room 5, measured in cubic meters per hour, and it is recorded as a numerical value."
t_sup_b,Suppy temperature of bathroom,Number,temperture,http://openenergy-platform.org/ontology/oeo/OEO_00010453,temperture,temperture,http://openenergy-platform.org/ontology/oeo/OEO_00010453,[°C],,,T_sup_B,t_sup_b,"{""name"": ""t_sup_b"", ""data_type"": ""float""},","The column ""t_sup_b"" represents the supply temperature of the bathroom, measured in degrees Celsius, as a numerical value."
t_ret_b,Return temperature of bathroom,Number,temperture,http://openenergy-platform.org/ontology/oeo/OEO_00010453,temperture,temperture,http://openenergy-platform.org/ontology/oeo/OEO_00010453,[°C],,,T_ret_B,t_ret_b,"{""name"": ""t_ret_b"", ""data_type"": ""float""},","The ""t_ret_b"" column represents the return temperature of the bathroom, measured in degrees Celsius, and is recorded as a numerical value."
v_b,Volume flow rate of bathroom's heating circuit,Number,water flow rate,https://openenergyplatform.org/ontology/oeo/OEO_00110003/,water flow rate,water flow rate,https://openenergyplatform.org/ontology/oeo/OEO_00110003/,[m³/h],,,V_B,v_b,"{""name"": ""v_b"", ""data_type"": ""float""},","The column ""v_b"" represents the volume flow rate of the bathroom's heating circuit, measured in cubic meters per hour, and is recorded as a numerical value."
t_sup_k,Suppy temperature of kitchen,Number,temperture,http://openenergy-platform.org/ontology/oeo/OEO_00010453,temperture,temperture,http://openenergy-platform.org/ontology/oeo/OEO_00010453,[°C],,,T_sup_K,t_sup_k,"{""name"": ""t_sup_k"", ""data_type"": ""float""},","The column ""t_sup_k"" represents the supply temperature of the kitchen, measured in degrees Celsius, and is recorded as a numerical value."
t_ret_k,Return temperature of kitchen,Number,temperture,http://openenergy-platform.org/ontology/oeo/OEO_00010453,temperture,temperture,http://openenergy-platform.org/ontology/oeo/OEO_00010453,[°C],,,T_ret_K,t_ret_k,"{""name"": ""t_ret_k"", ""data_type"": ""float""},","The ""t_ret_k"" column records the return temperature of the kitchen in degrees Celsius, represented as a numerical value."
v_k,Volume flow rate of kitchen's heating circuit,Number,water flow rate,https://openenergyplatform.org/ontology/oeo/OEO_00110003/,water flow rate,water flow rate,https://openenergyplatform.org/ontology/oeo/OEO_00110003/,[m³/h],,,V_K,v_k,"{""name"": ""v_k"", ""data_type"": ""float""},","The ""v_k"" column represents the volume flow rate of the kitchen's heating circuit, measured in cubic meters per hour, and contains numerical data."
t_sup_c,Suppy temperature of corridor,Number,temperture,http://openenergy-platform.org/ontology/oeo/OEO_00010453,temperture,temperture,http://openenergy-platform.org/ontology/oeo/OEO_00010453,[°C],,,T_sup_C,t_sup_c,"{""name"": ""t_sup_c"", ""data_type"": ""float""},","The column ""t_sup_c"" represents the supply temperature of the corridor, measured in degrees Celsius, and is recorded as a numerical value."
t_ret_c,Return temperature of corridor,Number,temperture,http://openenergy-platform.org/ontology/oeo/OEO_00010453,temperture,temperture,http://openenergy-platform.org/ontology/oeo/OEO_00010453,[°C],,,T_ret_C,t_ret_c,"{""name"": ""t_ret_c"", ""data_type"": ""float""},","The ""t_ret_c"" column represents the return temperature of the corridor, measured in degrees Celsius, and contains numerical data."
